ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1884383-20180216,"2,572,270",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1884383,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
1019-20180416,"2,580,322",81539,1,"JONES, JONES, & SON INC",RED'S NEW GENERATION,6924 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,10,3,10-May,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1019,RENEW,,2/15/18,4/16/18,N,4/16/18,4/15/20,4/16/18,4/17/18,AAI,,42,41.76896702,-87.58646327,"(41.768967018931015, -87.5864632658377)"
2359062-20180216,"2,571,139",37843,1,"751 N. CLARK, INC.",ROCKS RIVER NORTH,751 N CLARK ST 1ST,CHICAGO,IL,60654,2,57,18,Feb-57,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2359062,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,4/17/18,4/17/18,AAI,,,41.89640665,-87.63109481,"(41.896406651494814, -87.63109481062298)"
2418103-20180516,"2,588,151",400015,1,G & N FOOD & LIQUOR INC.,G & N FOOD & LIQUOR INC.,5575 W VAN BUREN ST 1,CHICAGO,IL,60644,29,31,15,29-31,1474,Package Goods,774,Retail Sales of Packaged Liquor,2418103,RENEW,,3/15/18,4/17/18,N,5/16/18,5/15/20,4/17/18,4/17/18,AAI,,,41.87462049,-87.76450474,"(41.874620484855676, -87.76450473922907)"
27281-20180416,"2,579,663",9582,1,CHICAGO SYMPHONY ORCHESTRA,CHICAGO SYMPHONY ORCHESTRA/THE ORCHESTRAL ASSOCIATION,220 S MICHIGAN AVE,CHICAGO,IL,60604,42,9,1,42-9,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,27281,RENEW,,2/15/18,4/11/18,N,4/16/18,4/15/20,4/16/18,4/17/18,AAI,,,41.87902919,-87.62448586,"(41.87902919094286, -87.62448585784588)"
1884381-20180216,"2,572,268",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1884381,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
44206-20180416,"2,579,463",4152,1,CHICAGO YACHT CLUB,CHICAGO YACHT CLUB,400 E MONROE DR,CHICAGO,IL,60603,42,44,1,42-44,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,44206,RENEW,,2/15/18,4/17/18,N,4/16/18,4/15/20,4/17/18,4/17/18,AAI,,,41.88102972,-87.61728157,"(41.881029716882956, -87.61728156640459)"
2437505-20180416,"2,582,616",396323,2,"GOURMET 45, INC",NORTHERN FORK,324 N LEAVITT ST 2,CHICAGO,IL,60612,27,27,12,27-27,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2437505,RENEW,,2/15/18,4/17/18,N,4/16/18,4/15/19,4/17/18,4/17/18,AAI,,,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)"
1888091-20180216,"2,572,265",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1888091,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
44201-20180416,"2,579,465",4152,2,CHICAGO YACHT CLUB,CHICAGO YACHT CLUB,3180 N LAKE SHORE DR  BELMO,CHICAGO,IL,60657,44,3,19,44-3,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,44201,RENEW,,2/15/18,4/17/18,N,4/16/18,4/15/20,4/17/18,4/17/18,AAI,,,41.93977619,-87.63865432,"(41.93977618674258, -87.63865431945976)"
1884387-20180216,"2,572,271",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1884387,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
2422781-20180516,"2,588,174",400646,1,"MINGHIN ON GRANT PARK, INC.",MINGHIN on GRANT PARK,333 E BENTON PL  300,CHICAGO,IL,60601,42,6,1,42-6,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2422781,RENEW,,3/15/18,4/16/18,N,5/16/18,9/15/19,4/16/18,4/17/18,AAI,,,41.88539005,-87.61898671,"(41.88539004666972, -87.61898671163952)"
2423396-20180516,"2,588,173",400646,1,"MINGHIN ON GRANT PARK, INC.",MINGHIN on GRANT PARK,333 E BENTON PL  300,CHICAGO,IL,60601,42,6,1,42-6,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2423396,RENEW,,3/15/18,4/16/18,N,5/16/18,9/15/19,4/16/18,4/17/18,AAI,,,41.88539005,-87.61898671,"(41.88539004666972, -87.61898671163952)"
1884384-20180216,"2,572,269",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1884384,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
1884382-20180216,"2,572,267",305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,42-56,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1884382,RENEW,,12/15/17,2/15/18,N,2/16/18,2/15/20,2/15/18,4/17/18,AAI,,,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
2564802-20180418,"2,564,802",422966,1,"BIG STAR WRIGLEY FIELD, INC.",BIG STAR II,3638-3640 N CLARK ST 1-2,CHICAGO,IL,60613,44,32,19,44-32,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2564802,ISSUE,11/7/17,1/22/18,1/11/18,Y,4/18/18,4/15/20,4/18/18,4/18/18,AAI,,17,41.94816863,-87.65746305,"(41.948168634367825, -87.65746305156426)"
2574616-20180418,"2,574,616",299710,97,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #11090,670-678 N WELLS ST 1,CHICAGO,IL,60654,42,68,18,42-68,1474,Package Goods,774,Retail Sales of Packaged Liquor,2574616,ISSUE,12/21/17,2/8/18,2/7/18,N,4/18/18,5/15/20,4/18/18,4/18/18,AAI,,,41.8944612,-87.63429114,"(41.89446120388508, -87.63429113921268)"
2458718-20170307,"2,458,718",405456,1,"HR LIQUORS, L.L.C.",HR LIQUORS,210 N CANAL ST 1ST,CHICAGO,IL,60606,42,18,12,42-18,1474,Package Goods,767 | 774,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,2458718,ISSUE,4/13/16,7/29/16,6/15/16,Y,3/7/17,3/15/19,3/7/17,3/7/17,AAI,,,41.88593706,-87.63999015,"(41.88593706028625, -87.63999014619617)"
2326727-20180516,"2,587,685",389311,1,ESTADIO GRILL LLC,ESTADIO GRILL,6122 N CLARK ST 1ST,CHICAGO,IL,60660,40,27,24,40-27,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2326727,RENEW,,3/15/18,4/17/18,N,5/16/18,5/15/20,4/17/18,4/18/18,AAI,,,41.99330419,-87.67026687,"(41.99330418707169, -87.67026687020775)"
2569944-20180327,"2,569,944",422966,1,"BIG STAR WRIGLEY FIELD, INC.",BIG STAR II,3638-3640 N CLARK ST 1-2,CHICAGO,IL,60613,44,32,19,44-32,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2569944,ISSUE,12/4/17,1/11/18,1/11/18,Y,3/27/18,4/15/20,3/27/18,3/27/18,AAI,,17,41.94816863,-87.65746305,"(41.948168634367825, -87.65746305156426)"
2026948-20180416,"2,580,245",62792,4,PETER'S ONE TWO THREE LOUNGE I,STEREO NIGHT CLUB,5616-5622 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,31,15,25,31-15,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2026948,RENEW,,2/15/18,3/20/18,N,4/16/18,4/15/20,4/17/18,4/18/18,AAI,,,41.93137409,-87.76703856,"(41.931374091845875, -87.76703855660186)"
2564801-20180327,"2,564,801",422966,1,"BIG STAR WRIGLEY FIELD, INC.",BIG STAR II,3638-3640 N CLARK ST 1-2,CHICAGO,IL,60613,44,32,19,44-32,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2564801,ISSUE,11/7/17,1/22/18,1/11/18,Y,3/27/18,4/15/20,3/27/18,3/27/18,AAI,,17,41.94816863,-87.65746305,"(41.948168634367825, -87.65746305156426)"
2196831-20170316,"2,509,872",376808,1,TAKITO KITCHEN LLC,TAKITO KITCHEN,2013 W DIVISION ST 1,CHICAGO,IL,60622,1,5,12,5-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2196831,RENEW,,1/15/17,3/10/17,N,3/16/17,3/15/19,3/10/17,3/13/17,AAI,,33,41.90307109,-87.67783097,"(41.9030710919784, -87.67783097051901)"
2313751-20180616,"2,593,364",372506,1,Kai Zan Japanese Restaurant,Kai Zan,2557 W CHICAGO AVE 1,CHICAGO,IL,60622,26,17,12,26-17,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2313751,RENEW,,4/15/18,4/18/18,N,6/16/18,6/15/20,4/18/18,4/19/18,AAI,,,41.89559157,-87.69163314,"(41.89559157280934, -87.69163313910478)"
32390-20180516,"2,584,462",3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32390,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
2542200-20171025,"2,542,200",418094,1,PRIVATE LOFT EVENTS LLC,LOFT LUCIA,1-9 N CARPENTER ST 3 & 4,CHICAGO,IL,60607,25,57,12,25-57,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2542200,ISSUE,6/23/17,7/21/17,7/21/17,N,10/25/17,11/15/19,10/25/17,10/25/17,AAI,,,41.88175025,-87.65304946,"(41.88175025333641, -87.65304946179243)"
1998541-20170516,"2,519,699",267695,1,SWAE CORPORATION,OLD LAWNDALE TAP,5848 S LAWNDALE AVE,CHICAGO,IL,60629,23,1,8,23-1,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1998541,RENEW,,3/15/17,5/16/17,N,5/16/17,5/15/19,5/16/17,4/19/18,AAI,,,41.7864102,-87.71576565,"(41.786410195714154, -87.71576564562389)"
32395-20180516,"2,584,461",3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32395,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
2548786-20180216,"2,571,903",297994,3,"R. LATITUDE, INC.",BOUNCE SPORTING CLUB CHICAGO,324-326 W CHICAGO AVE 1-2,CHICAGO,IL,60654,27,28,18,27-28,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2548786,RENEW,,12/15/17,2/5/18,N,2/16/18,2/15/20,2/5/18,4/19/18,AAI,,,41.89666949,-87.63670982,"(41.89666949224299, -87.63670982192384)"
32387-20180516,"2,584,460",3950,2,MART PLAZA CATERING CORPORATION,MART PLAZA CATERING CORP,350 N ORLEANS ST 15 #,CHICAGO,IL,60654,42,9,18,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32387,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
32391-20180516,"2,584,459",3950,1,MART PLAZA CATERING CORPORATION,MERCHANT'S MARKET,350 N ORLEANS ST,CHICAGO,IL,60654,42,9,18,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,32391,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
2433062-20180516,"2,587,888",391052,1,"SHEFFIELD CHICAGO, LLC",BAR COCINA,2901 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,29,19,44-29,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2433062,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/19,4/18/18,4/19/18,AAI,,17,41.93450054,-87.65377549,"(41.93450053757158, -87.65377549058545)"
32389-20180516,"2,584,463",3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,32389,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
2185068-20180516,"2,585,332",63548,6,WASHINGTON SQUARE LIQUORS INC,BOSS BAR,418-420 N CLARK ST 1ST,CHICAGO,IL,60654,42,46,18,42-46,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2185068,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88990488,-87.63122455,"(41.889904879439435, -87.63122454993453)"
2548787-20180216,"2,571,902",297994,3,"R. LATITUDE, INC.",BOUNCE SPORTING CLUB CHICAGO,324-326 W CHICAGO AVE 1-2,CHICAGO,IL,60654,27,28,18,27-28,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2548787,RENEW,,12/15/17,,N,2/16/18,2/15/20,2/8/18,4/19/18,AAI,,,41.89666949,-87.63670982,"(41.89666949224299, -87.63670982192384)"
2542202-20180419,"2,542,202",418094,1,PRIVATE LOFT EVENTS LLC,LOFT LUCIA,1-9 N CARPENTER ST 3 & 4,CHICAGO,IL,60607,25,57,12,25-57,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2542202,ISSUE,6/23/17,7/21/17,7/21/17,N,4/19/18,3/15/20,4/19/18,4/19/18,AAI,,,41.88175025,-87.65304946,"(41.88175025333641, -87.65304946179243)"
2185069-20180516,"2,585,333",63548,6,WASHINGTON SQUARE LIQUORS INC,BOSS BAR,418-420 N CLARK ST 1ST,CHICAGO,IL,60654,42,46,18,42-46,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2185069,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88990488,-87.63122455,"(41.889904879439435, -87.63122454993453)"
2386207-20180216,"2,573,710",384352,1,BEGYLE BREWING LLC,BEGYLE BREWING,1800 W CUYLER AVE  1E,CHICAGO,IL,60613,47,37,19,47-37,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2386207,RENEW,,12/15/17,2/16/18,N,2/16/18,2/15/20,2/16/18,4/19/18,AAI,,31,41.95527048,-87.67435027,"(41.95527048098909, -87.6743502738762)"
25083-20180616,"2,590,282",3455,1,CHICAGO WHITE SOX LIMITED,CHICAGO WHITE SOX LTD,333 W 35TH ST,CHICAGO,IL,60616,11,31,9,Nov-31,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,25083,RENEW,,4/15/18,4/17/18,N,6/16/18,6/15/20,4/18/18,4/19/18,AAI,,,41.83078366,-87.63529578,"(41.83078366228312, -87.6352957830455)"
1739179-20180516,"2,584,467",3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,42-9,1481,Caterer's Liquor License,630,Catering of Liquor To Events,1739179,RENEW,,3/15/18,4/18/18,N,5/16/18,5/15/20,4/18/18,4/19/18,AAI,,,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
2542201-20171025,"2,542,201",418094,1,PRIVATE LOFT EVENTS LLC,LOFT LUCIA,1-9 N CARPENTER ST 3 & 4,CHICAGO,IL,60607,25,57,12,25-57,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2542201,ISSUE,6/23/17,7/21/17,7/21/17,N,10/25/17,10/15/19,10/25/17,10/25/17,AAI,,,41.88175025,-87.65304946,"(41.88175025333641, -87.65304946179243)"
2523036-20180419,"2,523,036",414692,1,MEDINA STAR INC.,MARISCOS LA COSTA,1132 N ASHLAND AVE 1ST,CHICAGO,IL,60622,1,2,12,2-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2523036,ISSUE,4/4/17,1/19/18,12/22/17,N,4/19/18,5/15/20,4/19/18,4/19/18,AAI,,33,41.9025393,-87.66761746,"(41.902539299640786, -87.66761746288638)"
2447086-20180516,"2,588,293",404059,1,180 N MICHIGAN AVE HOSPITALITY MANAGEMENT LLC,BROKEN ENGLISH TACO PUB,75 E LAKE ST 1,CHICAGO,IL,60601,42,42,1,42-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2447086,RENEW,,3/15/18,4/19/18,N,5/16/18,5/15/20,3/22/18,3/23/18,AAI,,,41.88562426,-87.6252965,"(41.88562425462461, -87.6252964950646)"
2575237-20180420,"2,575,237",412747,2,"BONCI OPERATING, LLC",BONCI,1566 N DAMEN AVE 1,CHICAGO,IL,60622,1,8,14,8-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2575237,ISSUE,1/8/18,2/8/18,2/8/18,Y,4/20/18,5/15/20,4/19/18,4/19/18,AAI,,33,41.91018019,-87.67759242,"(41.910180188826125, -87.67759242074335)"
2492138-20170308,"2,492,138",404550,1,"JALARAM FOODS AND LIQUOR, INC.",BRISTOL DELI & LIQUOR,3084-3086 N MILWAUKEE AVE,CHICAGO,IL,60618,30,25,25,30-25,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2492138,ISSUE,9/19/16,11/30/16,12/1/16,N,3/8/17,3/15/19,3/8/17,3/8/17,AAI,,,41.93710911,-87.72082349,"(41.937109112504686, -87.72082349029948)"
1909646-20171116,"2,557,743",422299,1,"CLUB 2047, LLC - C2K FIRST",LIVITY CHICAGO,2043-2051 N MILWAUKEE AVE BSMT-1,CHICAGO,IL,60647,1,20,14,20-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1909646,RENEW,,9/15/17,10/12/17,N,11/16/17,11/15/19,10/12/17,10/12/17,AAI,,,41.91844757,-87.68982575,"(41.918447569300206, -87.68982574887923)"
1947530-20171116,"2,557,744",422299,1,"CLUB 2047, LLC - C2K FIRST",LIVITY CHICAGO,2043-2051 N MILWAUKEE AVE BSMT-1,CHICAGO,IL,60647,1,20,14,20-Jan,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1947530,RENEW,,9/15/17,10/12/17,N,11/16/17,11/15/19,10/12/17,10/12/17,AAI,,,41.91844757,-87.68982575,"(41.918447569300206, -87.68982574887923)"
1847341-20180516,"2,586,596",322104,1,"SUSHI PINK, INC.",SUSHI PINK,909 W WASHINGTON BLVD 1,CHICAGO,IL,60607,25,1,12,25-1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1847341,RENEW,,3/15/18,4/19/18,N,5/16/18,5/15/20,4/20/18,4/20/18,AAI,,,41.88298732,-87.65014023,"(41.882987317760424, -87.65014022876997)"
2583209-20180420,"2,583,209",425203,1,RUB A DUB DUB LLC,ANGRY PIG TAVERN,2039-2041 W NORTH AVE 1,CHICAGO,IL,60647,1,8,14,8-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2583209,ISSUE,2/20/18,4/3/18,3/8/18,N,4/20/18,5/15/20,4/20/18,4/20/18,AAI,,33,41.91034562,-87.67906658,"(41.91034561901541, -87.67906657744264)"
1958814-20180516,"2,586,791",340934,1,ELATE LLC,TROQUET RIVER NORTH,111 W HURON ST 1ST,CHICAGO,IL,60654,42,46,18,42-46,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1958814,RENEW,,3/15/18,4/19/18,N,5/16/18,5/15/20,4/19/18,4/20/18,AAI,,,41.894716,-87.63171614,"(41.8947160042679, -87.63171614204819)"
2584095-20180420,"2,584,095",425783,1,GAME NIGHT OUT LLC,GAME NIGHT OUT,2828 N CLARK ST 2 204,CHICAGO,IL,60657,44,18,19,44-18,1050,Public Place of Amusement,767 | 746,"Retail Sales of General Merchandise and Non-Perishable Food | Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2584095,ISSUE,3/13/18,3/15/18,3/15/18,N,4/20/18,5/15/20,4/20/18,4/20/18,AAI,,8,41.93347404,-87.64559929,"(41.93347403945103, -87.64559929166136)"
2293834-20180516,"2,587,622",386117,1,FLYING SQUIRREL INDUSTRIES LLC,SLIPPERY SLOPE,2357 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60647,1,10,14,10-Jan,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2293834,RENEW,,3/15/18,3/27/18,N,5/16/18,5/15/20,4/19/18,4/20/18,AAI,,,41.92415031,-87.69915088,"(41.92415030562805, -87.69915088269197)"
2355064-20180316,"2,577,433",388396,1,SHILAS RESTAURANT CORPORATION,SHILAS RESTAURANT,3938 N CICERO AVE 1ST,CHICAGO,IL,60641,45,16,16,45-16,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2355064,RENEW,,1/15/18,4/20/18,N,3/16/18,3/15/20,4/20/18,4/20/18,AAI,,28,41.95276148,-87.74744675,"(41.952761479601065, -87.74744674545474)"
2492137-20170308,"2,492,137",404550,1,"JALARAM FOODS AND LIQUOR, INC.",BRISTOL DELI & LIQUOR,3084-3086 N MILWAUKEE AVE,CHICAGO,IL,60618,30,25,25,30-25,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2492137,ISSUE,9/19/16,12/21/16,12/1/16,N,3/8/17,3/15/19,3/8/17,3/8/17,AAI,,,41.93710911,-87.72082349,"(41.937109112504686, -87.72082349029948)"
2452253-20170308,"2,452,253",404550,1,"JALARAM FOODS AND LIQUOR, INC.",BRISTOL DELI & LIQUOR,3084-3086 N MILWAUKEE AVE,CHICAGO,IL,60618,30,25,25,30-25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2452253,ISSUE,3/8/16,12/21/16,12/1/16,N,3/8/17,3/15/19,3/8/17,3/8/17,AAI,,,41.93710911,-87.72082349,"(41.937109112504686, -87.72082349029948)"
2578944-20180423,"2,578,944",422130,2,"THE VEGGIE GRILL, INC.",THE VEGGIE GRILL,614 W DIVERSEY PKWY 1,CHICAGO,IL,60614,44,41,19,44-41,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2578944,ISSUE,2/5/18,3/1/18,3/1/18,N,4/23/18,5/15/20,4/23/18,4/23/18,AAI,,8,41.93291688,-87.64457164,"(41.93291687750861, -87.64457163885304)"
1274167-20180416,"2,580,544",251976,1,"OPEN, INC.",TONIC ROOM,2447 N HALSTED ST 1,CHICAGO,IL,60614,43,6,19,43-6,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1274167,RENEW,,2/15/18,4/13/18,N,4/16/18,4/15/20,4/13/18,4/23/18,AAI,,35,41.92675006,-87.64865954,"(41.92675005562867, -87.64865953821696)"
2443204-20180416,"2,582,676",398328,1,"YASH CONVENIENCE, INC",7-ELEVEN #33591 C,4859 N MILWAUKEE AVE,CHICAGO,IL,60630,45,29,16,45-29,1474,Package Goods,774,Retail Sales of Packaged Liquor,2443204,RENEW,,2/15/18,4/22/18,N,4/16/18,6/15/19,4/22/18,4/23/18,AAI,,,41.96939422,-87.76188717,"(41.96939422175831, -87.76188717239603)"
2575404-20180423,"2,575,404",424320,1,FOLKART TRIPP LLC,MORDECAI BROWN,3632 N CLARK ST 1,CHICAGO,IL,60613,44,50,19,44-50,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2575404,ISSUE,1/11/18,2/28/18,1/29/18,Y,4/23/18,4/15/20,4/23/18,4/23/18,AAI,,17,41.94801635,-87.65733967,"(41.94801635212034, -87.65733966838366)"
1718070-20180416,"2,580,545",251976,1,"OPEN, INC.",TONIC ROOM,2447 N HALSTED ST 1,CHICAGO,IL,60614,43,6,19,43-6,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1718070,RENEW,,2/15/18,4/13/18,N,4/16/18,4/15/20,4/13/18,4/23/18,AAI,,35,41.92675006,-87.64865954,"(41.92675005562867, -87.64865953821696)"
2013820-20180516,"2,586,909",349952,1,2 KNIGHTS LLC,THE BAR 10 DOORS,1251-1259 W TAYLOR ST 1ST,CHICAGO,IL,60607,28,25,12,28-25,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2013820,RENEW,,3/15/18,4/5/18,N,5/16/18,5/15/20,4/20/18,4/23/18,AAI,,,41.86927518,-87.65878741,"(41.86927518164366, -87.65878741012848)"
2003490-20180516,"2,584,620",7551,66,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #4935,6809 W BELMONT AVE  FIRST,CHICAGO,IL,60634,36,50,25,36-50,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003490,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.93804223,-87.79609241,"(41.938042230230025, -87.79609240653079)"
2004378-20180516,"2,584,320",147,104,WALGREEN CO.,WALGREENS #09709,4010 W LAWRENCE AVE 1,CHICAGO,IL,60630,39,8,17,39-8,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004378,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.96834599,-87.72851802,"(41.968345986775965, -87.72851802017684)"
